bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date_year,date_month,date_quarter,date_day,price,id,Predicted
3,2.0,1480,6698,1.0,0,0,4,7,1080,400,1979,0,98058,47.4614,-122.168,1850,7348,2015,2,1,18,300000.0,2460700260,196054.47
3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042,2014,6,2,3,530000.0,3188100400,309117.9
3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479,2015,3,1,26,314950.0,9406520830,309957.25
3,1.75,1410,9315,1.0,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,8250,2014,10,4,7,255000.0,3387900390,359589.1
5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996,2014,10,4,16,550000.0,1596600024,577872.56
3,1.0,1400,4800,1.0,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000,2014,8,3,6,435000.0,7625701891,192719.3
3,1.75,1420,8738,1.0,0,0,4,7,1420,0,1966,0,98002,47.3113,-122.207,1660,8738,2014,11,4,24,234000.0,3224800075,515659.84
4,2.25,2500,10062,1.0,0,0,3,8,1600,900,1975,0,98052,47.639,-122.1,2500,9750,2014,10,4,10,615000.0,7526800200,357245.53
3,2.0,1410,8384,1.0,0,0,3,7,1410,0,1985,0,98001,47.3315,-122.263,1410,9205,2014,9,3,10,205000.0,3329530200,483970.72
4,1.75,2100,7135,1.0,0,0,4,7,1050,1050,1955,0,98106,47.5353,-122.349,1730,4000,2014,9,3,19,384000.0,2115200125,423705.97
3,2.5,1750,7208,2.0,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524,2014,5,2,22,324000.0,6623400135,241982.47
3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,2014,7,3,22,645000.0,103000116,364793.84
3,3.25,1570,1777,2.0,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,1777,2014,10,4,23,570000.0,2768301525,459006.84
3,2.5,1920,5322,2.0,0,0,3,8,1920,0,1999,0,98031,47.4095,-122.195,1920,5000,2014,12,4,10,324000.0,739980260,388011.06
2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,47.527,-122.356,1100,5160,2014,8,3,28,270000.0,4302200695,377229.9
5,1.5,2120,7700,1.5,0,0,5,7,2120,0,1962,0,98058,47.4599,-122.172,1730,7700,2014,5,2,19,290000.0,1431700370,657265.6
3,2.0,1440,9220,1.0,0,0,3,7,1440,0,1965,0,98198,47.3702,-122.317,1390,7830,2014,6,2,30,250000.0,7524000030,518709.2
3,1.5,1340,8450,1.0,0,0,4,7,1340,0,1958,0,98188,47.4405,-122.28,1340,8920,2015,3,1,18,255000.0,4325000125,464617.8
3,2.25,2380,11824,1.0,0,0,4,9,1450,930,1972,0,98040,47.5371,-122.218,2750,11491,2014,6,2,23,800000.0,3456000160,349459.5
4,2.5,1860,6687,1.0,0,0,4,7,1220,640,1983,0,98031,47.4046,-122.186,1860,6117,2014,5,2,20,288400.0,5412200270,572201.3
2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7052,-122.343,1370,1090,2015,5,2,14,359000.0,8730000270,465689.06
3,2.5,1320,2614,2.0,0,0,3,7,1320,0,2005,0,98118,47.5355,-122.283,1320,2533,2014,9,3,2,300000.0,3395070640,311028.94
5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,2030,8580,2015,3,1,5,545000.0,8663280160,257195.23
4,2.0,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,47.6804,-122.358,2090,5000,2014,7,3,17,891000.0,2301400640,430992.47
4,2.5,2790,4650,2.0,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.026,2820,4650,2015,2,1,5,378000.0,7714000070,697627.0
2,1.0,1060,7200,1.0,0,0,4,6,1060,0,1951,0,98155,47.7463,-122.315,1850,8291,2014,6,2,23,299995.0,3432500486,359303.9
3,2.5,2020,6564,1.0,0,0,3,7,1310,710,1994,0,98042,47.3545,-122.158,1710,5151,2014,10,4,7,253000.0,5466420030,578335.5
4,3.0,2020,4300,1.5,0,0,3,6,2020,0,1900,0,98107,47.6653,-122.372,1290,3440,2015,3,1,11,565000.0,2768301715,788496.94
2,1.0,970,5665,1.0,0,0,4,6,970,0,1908,0,98118,47.5513,-122.273,1490,4429,2014,6,2,12,315000.0,3332000135,479602.97
4,1.75,1810,7480,1.0,0,0,3,7,1230,580,1977,0,98023,47.3275,-122.361,1870,9594,2015,2,1,9,260000.0,4167300030,495546.53
5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,0,98118,47.5453,-122.278,1360,6750,2015,5,2,6,435000.0,3812400070,449368.97
3,1.0,1490,10650,1.0,0,0,3,7,1150,340,1963,0,98033,47.663,-122.178,1730,9800,2014,7,3,16,460500.0,6203000160,353504.53
4,1.0,1980,4560,1.5,0,0,3,7,1980,0,1920,0,98103,47.6606,-122.331,1810,3245,2015,3,1,23,700000.0,510002065,214874.2
3,1.0,1350,8581,1.0,0,0,5,6,1350,0,1944,0,98177,47.7612,-122.362,2080,8451,2014,9,3,22,345500.0,7279300070,701728.8
4,1.5,2140,7920,1.0,0,0,3,7,1190,950,1959,0,98118,47.5491,-122.272,2140,7238,2014,12,4,3,378000.0,8113101670,513906.28
4,2.0,2208,5000,3.0,0,0,5,8,2208,0,1917,0,98116,47.5711,-122.383,1760,5000,2014,11,4,12,650000.0,7578200310,190101.0
3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1982,0,98074,47.6273,-122.062,1650,9030,2015,4,2,13,385000.0,7715800570,492365.75
2,1.0,970,2970,1.0,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,3000,2014,9,3,16,425000.0,6852700478,242089.6
4,2.0,1520,6174,1.5,0,0,5,6,1520,0,1920,0,98022,47.2105,-121.989,1390,5407,2014,12,4,2,210000.0,1917300260,358226.12
3,1.0,1320,9000,1.0,0,0,3,7,1320,0,1966,0,98001,47.3461,-122.272,1320,9800,2014,6,2,25,196500.0,5462100240,334703.44
4,2.75,2550,7636,1.0,0,0,3,8,1440,1110,1986,0,98074,47.6471,-122.06,2290,8223,2014,5,2,15,582800.0,8651520510,450532.0
3,1.75,1560,7207,1.0,0,0,3,7,1250,310,1983,0,98034,47.7283,-122.222,1540,7485,2014,6,2,23,440000.0,3578110200,424376.44
4,2.25,2360,8616,2.0,0,0,4,8,2360,0,1974,0,98033,47.6495,-122.198,2360,9337,2014,8,3,25,752500.0,7555210340,368438.8
3,1.75,1330,5000,2.0,0,0,4,7,1210,120,1909,0,98116,47.5724,-122.384,1500,4000,2014,10,4,28,532500.0,2313900510,417434.47
3,1.0,1070,9000,1.0,0,0,4,7,1070,0,1950,0,98198,47.4061,-122.33,1840,12000,2015,5,2,6,265000.0,2009001600,288861.8
3,2.5,1710,3469,2.0,0,0,3,8,1710,0,1999,0,98029,47.546,-122.011,2120,3560,2014,7,3,24,524250.0,3629790160,317263.5
4,2.5,2620,5450,2.0,0,0,3,9,2620,0,2001,0,98074,47.6301,-122.019,2590,5371,2014,8,3,6,648000.0,1703050200,465216.44
3,1.75,1050,7854,1.0,0,0,4,7,1050,0,1975,0,98023,47.3011,-122.369,1360,7668,2015,3,1,24,237500.0,100600860,243114.77
3,1.0,1280,8712,1.0,0,0,4,7,1280,0,1956,0,98003,47.3298,-122.297,1420,8800,2015,1,1,21,216000.0,421049116,443752.72
3,1.0,1030,8400,1.0,0,0,4,7,1030,0,1963,0,98056,47.5364,-122.173,1270,8400,2015,3,1,30,427200.0,3205200640,174363.4
3,2.25,1900,7800,1.0,0,0,4,8,1390,510,1977,0,98055,47.4545,-122.208,1730,7800,2015,3,1,11,280000.0,8899200570,262227.12
2,1.0,930,5400,1.0,0,0,3,7,930,0,1952,0,98117,47.6971,-122.372,1050,5400,2014,9,3,16,379000.0,1862400132,292831.75
2,1.0,880,7683,1.0,0,0,3,6,880,0,1942,0,98177,47.7145,-122.361,1370,7695,2014,5,2,27,326100.0,6380500135,567028.8
3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,0,98115,47.6774,-122.324,1365,1156,2014,5,2,29,535000.0,9528104108,217952.44
4,2.75,2130,8560,1.0,0,0,3,7,1560,570,1992,0,98022,47.1949,-122.01,2130,8560,2014,10,4,1,283000.0,2571910160,490307.8
3,1.0,1480,7469,1.5,0,0,3,6,1120,360,1940,0,98168,47.5048,-122.301,1460,7379,2014,8,3,21,260000.0,316000160,402655.47
4,1.0,1500,6388,1.5,0,0,4,7,1500,0,1951,0,98126,47.5303,-122.378,980,5366,2015,4,2,13,399000.0,2695600505,423031.9
3,2.25,1670,5004,2.0,0,0,3,8,1670,0,1987,0,98029,47.5688,-122.017,1850,5276,2015,2,1,25,484950.0,3904910320,233273.52
4,1.75,2060,9828,1.0,0,0,4,8,2060,0,1960,0,98005,47.5867,-122.174,2260,9996,2014,10,4,13,640000.0,4100000140,431727.56
4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.328,1520,7208,2015,3,1,4,585000.0,3226049270,312580.94
3,2.0,1490,7651,1.0,0,0,3,7,1490,0,1988,0,98003,47.3211,-122.325,1590,7795,2015,5,2,5,253000.0,5559600140,183445.28
2,1.0,740,6460,1.0,0,0,3,6,740,0,1953,0,98146,47.5077,-122.344,1170,6975,2014,7,3,21,178500.0,5147600105,410670.9
4,2.5,1860,6325,2.0,0,0,4,7,1860,0,1991,0,98038,47.3492,-122.03,1860,6449,2014,8,3,21,291000.0,7437100570,746009.5
2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,0,98105,47.6707,-122.328,1300,3000,2014,8,3,4,553500.0,3856902996,419426.53
2,1.0,1030,4188,1.0,0,0,3,8,1030,0,1981,0,98038,47.3738,-122.057,1450,3376,2015,4,2,15,189950.0,1442800370,573148.25
3,2.0,1850,9550,1.0,0,0,3,8,1850,0,1988,0,98001,47.3225,-122.273,2250,9550,2014,9,3,24,289000.0,8001400340,468483.28
4,2.0,1830,4590,2.0,0,0,3,8,1830,0,1908,0,98105,47.6593,-122.327,1650,4590,2015,4,2,27,700000.0,3131200640,407998.88
3,2.0,1560,8853,1.0,0,0,3,7,1560,0,1967,0,98058,47.4312,-122.171,1610,8750,2014,10,4,22,270000.0,984000710,449327.84
4,1.75,1730,8320,1.0,0,0,3,7,1230,500,1977,0,98023,47.327,-122.361,1840,9800,2014,5,2,8,258000.0,4167300350,486337.6
3,2.5,1930,7214,2.0,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266,2014,6,2,14,530000.0,2826049282,376780.47
3,2.25,1422,3677,2.0,0,0,3,7,1422,0,2012,0,98092,47.3204,-122.178,1677,3677,2014,12,4,18,245000.0,8946750030,304323.3
3,2.0,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000,2015,4,2,22,563000.0,461004720,577488.3
4,2.5,2610,7091,2.0,0,0,3,9,2610,0,1987,0,98023,47.3017,-122.349,2610,7773,2014,6,2,17,325000.0,9264960340,429836.28
2,1.0,920,5000,1.0,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000,2014,12,4,10,280300.0,4310700570,360138.56
4,1.75,1750,5500,1.5,0,0,5,7,1050,700,1926,0,98117,47.6802,-122.388,1640,5500,2014,5,2,9,460000.0,1254200075,571282.7
3,1.75,2020,8970,1.0,0,0,4,7,1180,840,1981,0,98072,47.7571,-122.145,2140,8008,2014,12,4,12,475000.0,7214820030,537389.7
4,3.0,1780,7260,1.0,0,0,4,8,1780,0,1964,0,98008,47.627,-122.114,1810,7920,2014,12,4,30,538200.0,686201000,566075.4
2,1.0,1080,3600,1.0,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500,2014,9,3,9,429000.0,342000570,629641.75
3,1.0,1250,5411,1.0,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320,2014,7,3,25,164808.0,5476200160,619648.1
4,2.25,1870,7700,2.0,0,0,3,7,1870,0,1977,0,98052,47.6937,-122.127,1970,7700,2015,1,1,26,520000.0,7199320570,451814.12
3,1.75,1700,8432,1.0,0,0,3,8,1230,470,1977,0,98125,47.7221,-122.317,1800,7842,2014,6,2,18,475000.0,6414100560,551753.6
4,2.5,1930,6228,2.0,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168,2015,3,1,31,321500.0,2379300340,557298.7
3,2.25,1370,6000,2.0,0,0,4,7,1370,0,1992,0,98038,47.3484,-122.033,1370,6200,2015,4,2,14,287000.0,2025700860,232030.73
3,1.75,960,8106,1.0,0,0,3,7,960,0,1962,0,98052,47.6737,-122.156,1650,8035,2014,6,2,5,375000.0,8562500200,323864.47
3,1.75,1260,7128,1.0,0,0,4,7,1260,0,1969,0,98034,47.7263,-122.205,1330,7326,2014,8,3,25,349500.0,8143100350,420677.44
3,1.5,1480,7749,1.0,0,0,5,7,1480,0,1960,0,98126,47.5144,-122.379,1140,5320,2014,8,3,14,446450.0,37000335,418529.66
4,2.5,1930,9643,2.0,0,0,4,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525,2014,6,2,10,315000.0,1862900350,498465.94
2,1.0,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440,2014,5,2,20,271310.0,1498302774,529375.6
4,1.0,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.332,1330,8400,2015,1,1,22,315000.0,2224700136,301680.1
3,1.75,1490,6930,1.0,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861,2014,5,2,15,245000.0,7697920160,336449.2
2,1.0,1380,5484,1.0,0,0,3,8,1030,350,1947,0,98199,47.6382,-122.399,1380,5347,2015,3,1,5,543115.0,1370804430,285296.38
2,2.0,1920,6045,1.0,0,0,3,8,1920,0,2003,0,98053,47.7107,-122.031,1670,5200,2015,4,2,29,554000.0,8682231170,481272.6
3,1.75,2080,12522,1.0,0,0,5,6,2080,0,1950,0,98001,47.267,-122.25,1690,11200,2014,7,3,17,249900.0,3353400860,589802.5
5,2.5,2070,9600,1.0,0,0,3,7,1270,800,1962,0,98146,47.4997,-122.364,1950,7800,2015,4,2,20,395000.0,3919000030,724120.3
3,1.75,1480,2200,2.0,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190,2015,4,2,13,415000.0,789000550,755626.44
4,2.5,2000,6921,2.0,0,0,3,8,2000,0,2003,0,98038,47.3559,-122.014,2430,6339,2015,2,1,20,380000.0,5104511040,452451.8
3,2.5,1560,5259,2.0,0,0,3,8,1560,0,1999,0,98075,47.5985,-122.016,2170,5461,2015,2,1,26,566000.0,7215722010,398178.3
2,1.0,1600,8961,1.0,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798,2015,3,1,16,218500.0,16000435,449371.72
4,2.5,1940,10500,1.0,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500,2014,5,2,2,550000.0,7197300105,633397.3
3,2.25,1780,8784,1.0,0,0,3,7,1230,550,1977,0,98033,47.701,-122.172,1780,7704,2014,7,3,15,470000.0,2423020270,806992.3
4,2.25,2210,8862,1.0,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862,2015,3,1,18,465000.0,5255710160,233798.61
3,1.75,1930,5000,1.0,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.278,2300,6000,2014,11,4,6,716500.0,7613700860,447870.22
3,2.0,1700,4250,1.0,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250,2014,5,2,17,410000.0,2771101200,314825.84
4,3.25,3450,6500,2.0,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.388,1750,6500,2014,10,4,22,850000.0,7625704510,231755.17
4,2.25,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880,2014,6,2,5,620000.0,5309101200,347616.84
3,1.0,1140,10320,1.0,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412,2015,3,1,19,379000.0,3756600240,257400.78
3,1.75,1670,5375,1.0,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,2014,7,3,16,699000.0,8127700445,486212.06
4,2.25,1910,8005,1.0,0,0,3,8,1280,630,1960,0,98125,47.7259,-122.298,1860,8010,2014,12,4,30,528000.0,9421500070,216725.17
3,1.75,1560,9452,1.0,0,0,4,8,1560,0,1974,0,98056,47.5197,-122.18,2200,9985,2015,4,2,26,425000.0,9477710160,344956.94
2,1.75,1500,8645,1.0,0,0,4,7,1500,0,1963,0,98042,47.3643,-122.115,1220,8645,2014,6,2,23,249500.0,1795500240,311126.4
3,1.0,1020,18050,1.0,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.043,1750,11640,2014,8,3,18,399950.0,5706200060,378175.4
3,1.5,1410,9000,1.0,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214,2014,10,4,21,275000.0,7283900012,454467.78
3,1.0,1520,2500,1.5,0,0,3,8,1520,0,1912,0,98109,47.6347,-122.352,1880,3600,2015,1,1,23,550000.0,809001070,368128.97
3,1.0,1190,6250,1.0,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434,2014,7,3,25,250000.0,1607100139,329703.72
5,2.5,2500,9248,1.0,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568,2015,4,2,17,470500.0,6072600200,746203.6
3,1.0,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384,2014,5,2,27,360000.0,5144000036,548755.06
2,1.0,1060,4228,1.0,0,0,3,7,860,200,1906,0,98112,47.6231,-122.293,1060,4187,2015,2,1,5,515000.0,9209900270,591176.1
4,3.0,2010,7426,1.0,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426,2015,2,1,2,310000.0,9368700223,470337.06
2,1.0,1090,5000,1.0,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250,2014,5,2,30,356700.0,1782000160,250769.69
4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596,2015,4,2,22,775000.0,269001360,267171.56
3,1.0,1040,7541,1.0,0,0,3,6,1040,0,1951,0,98133,47.7565,-122.339,1140,6100,2015,4,2,21,325000.0,390100060,316023.97
4,2.75,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677,2014,10,4,2,208000.0,7888400560,597308.3
3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,2015,1,1,27,490000.0,9828202545,194837.33
4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,2014,7,3,17,360000.0,9834200885,470234.7
4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,2014,7,3,17,360000.0,9834200885,523708.53
4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,2015,4,2,20,550000.0,9834200885,470234.7
4,2.5,2080,4080,1.0,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080,2015,4,2,20,550000.0,9834200885,523708.53
3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.328,1400,9075,2014,7,3,25,225000.0,3509600070,472938.34
4,2.0,1850,11700,1.0,0,0,4,8,1850,0,1969,0,98059,47.4702,-122.12,2110,11700,2015,4,2,27,385000.0,1081300370,629849.44
3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064,2015,2,1,10,448000.0,7202330370,739064.0
3,1.75,1810,7300,1.0,0,0,4,7,1240,570,1976,0,98034,47.7299,-122.192,1460,7560,2014,11,4,18,430000.0,9477201040,637167.25
3,2.5,1560,3987,2.0,0,0,3,7,1560,0,2002,0,98053,47.687,-122.043,1600,3152,2015,1,1,14,435000.0,7202290160,186373.48
3,1.0,1010,9611,1.0,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611,2014,12,4,19,241000.0,4366700140,782086.75
2,1.75,1000,1760,1.0,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802,2015,5,2,13,453500.0,5457300478,379464.03
2,1.5,990,1380,3.0,0,0,3,7,990,0,2001,0,98133,47.7218,-122.356,1050,1380,2015,4,2,6,285000.0,9158100116,508671.94
5,2.0,2270,2400,2.0,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400,2014,11,4,5,631000.0,2197600451,253415.92
2,2.5,1380,1073,2.0,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036,2014,6,2,2,285000.0,3278604400,554670.06
3,2.0,1810,12825,1.0,0,0,4,7,1810,0,1960,0,98007,47.5953,-122.14,1490,10800,2015,1,1,9,550000.0,7374600060,331524.97
2,2.75,1910,1369,3.0,0,0,3,9,1910,0,2002,0,98119,47.6544,-122.373,1910,1879,2014,12,4,30,609850.0,2770604942,228953.4
3,1.0,1230,4380,1.0,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026,2015,1,1,6,200000.0,7831800505,555431.5
4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361,2015,3,1,6,367000.0,5416510060,585130.1
3,2.25,2200,8375,2.0,0,0,3,8,2200,0,1988,0,98092,47.2626,-122.218,2200,10002,2014,8,3,25,285167.0,4137010260,429257.16
4,2.5,2540,12843,2.0,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383,2015,3,1,24,350900.0,1509500160,200320.45
4,3.25,3030,9273,2.0,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632,2014,6,2,20,660000.0,3904940200,540568.2
3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580,2014,8,3,19,525000.0,4037200295,620696.2
4,2.5,1560,7800,2.0,0,0,3,7,1560,0,1997,0,98168,47.514,-122.316,1160,7800,2015,2,1,6,262000.0,7258200055,353679.12
2,1.0,970,4560,1.0,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560,2014,6,2,23,690000.0,9178600560,771700.6
3,1.0,1350,7740,1.0,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,2014,5,2,6,353000.0,751000060,688161.7
4,1.0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938,2014,5,2,9,224500.0,7137900320,443763.8
3,1.0,940,8571,1.0,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573,2015,4,2,27,239000.0,2641800060,315729.9
3,1.0,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000,2015,3,1,25,505000.0,5332200550,557864.56
4,1.75,2020,7865,1.0,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865,2014,5,2,15,302000.0,3450300240,474351.0
3,1.0,1480,5670,1.0,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040,2014,9,3,22,170000.0,9352900695,282881.3
5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2014,9,3,9,272000.0,8062900070,365157.75
5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2014,9,3,9,272000.0,8062900070,569292.8
5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2015,2,1,13,369000.0,8062900070,365157.75
5,1.5,2550,6300,1.0,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300,2015,2,1,13,369000.0,8062900070,569292.8
3,1.5,1500,6332,1.0,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337,2015,1,1,14,332500.0,4427100030,387467.25
3,1.0,1690,4250,1.0,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865,2014,6,2,5,269000.0,2171400126,201877.47
3,2.5,1560,4100,2.0,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400,2015,2,1,6,303000.0,2475201180,242955.17
3,1.0,1130,4100,1.0,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100,2014,11,4,10,400000.0,6021502830,293754.47
3,1.0,1020,8437,1.0,0,0,5,6,1020,0,1987,0,98022,47.2093,-122.0,1420,8500,2015,2,1,4,225000.0,7710100083,619207.4
2,2.0,1310,2550,2.0,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550,2014,9,3,16,219000.0,2781270550,316441.88
4,2.0,2020,6867,1.0,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842,2014,10,4,14,625000.0,9554200105,376141.12
4,2.0,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700,2015,4,2,24,620000.0,643500060,465948.88
3,2.0,1150,6000,1.0,0,0,5,7,1150,0,1956,0,98178,47.498,-122.263,1980,6360,2014,12,4,15,252500.0,3352402236,739650.94
3,2.5,1860,3658,2.0,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.004,1840,3739,2014,10,4,29,510000.0,3905100520,538450.4
4,2.5,2430,5203,2.0,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474,2014,5,2,7,510000.0,6332940070,294859.06
3,2.5,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000,2014,8,3,8,725000.0,809002435,393604.16
2,1.0,880,2970,1.0,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060,2015,3,1,12,492000.0,3797000295,529596.25
4,2.5,1930,14196,1.0,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852,2015,3,1,11,425000.0,1775801260,307447.38
3,2.5,1830,6162,2.0,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017,2015,3,1,9,298900.0,7137960030,427384.22
2,1.0,700,3000,1.0,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500,2014,7,3,2,310000.0,3797001920,363614.06
3,1.75,1010,8580,1.0,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580,2014,12,4,22,350000.0,3901100055,486179.78
4,2.5,2230,5000,2.0,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137,2014,7,3,29,305000.0,1541700240,347634.75
3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582,2014,10,4,2,315000.0,6064800710,677753.3
5,3.5,2390,6600,2.0,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600,2014,8,3,12,267500.0,1865810060,476793.6
3,1.75,1570,8400,1.0,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639,2014,8,3,28,439995.0,3705900238,545992.7
3,3.0,1520,7500,1.0,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000,2015,5,2,8,460000.0,3876200070,357122.8
3,1.0,1070,6440,1.0,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532,2014,7,3,29,194000.0,4388000140,504456.88
3,2.5,2010,3667,2.0,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600,2014,9,3,3,605000.0,8956000350,569566.4
